exposed_variables | time (ms),exposed_variables | h (dimensionless),exposed_variables | i_K (uA_per_mm2),exposed_variables | i_Leak (uA_per_mm2),exposed_variables | i_Na (uA_per_mm2),exposed_variables | m (dimensionless),exposed_variables | n (dimensionless),exposed_variables | V (mV)
5648,0.866833,0.200425,0,-0.202943,0.042338,0.499621,-82.0242
5649,0.866472,0.200493,0,-0.203008,0.0423877,0.498786,-82.0033
5650,0.866111,0.200561,0,-0.203074,0.0424375,0.497952,-81.9823
5651,0.865749,0.200629,0,-0.203139,0.0424873,0.497121,-81.9614
5652,0.865387,0.200697,0,-0.203204,0.042537,0.496291,-81.9405
5653,0.865025,0.200766,0,-0.20327,0.0425868,0.495463,-81.9196
5654,0.864662,0.200834,0,-0.203336,0.0426365,0.494637,-81.8988
5655,0.864299,0.200903,0,-0.203402,0.0426863,0.493814,-81.8779
5656,0.863936,0.200972,0,-0.203468,0.042736,0.492992,-81.8571
5657,0.863572,0.201041,0,-0.203534,0.0427858,0.492172,-81.8363
5658,0.863207,0.20111,0,-0.203601,0.0428355,0.491354,-81.8156
5659,0.862843,0.201179,0,-0.203667,0.0428853,0.490538,-81.7948
5660,0.862478,0.201248,0,-0.203734,0.042935,0.489724,-81.7741
5661,0.862112,0.201318,0,-0.203801,0.0429848,0.488911,-81.7534
5662,0.861746,0.201387,0,-0.203868,0.0430345,0.488101,-81.7327
5663,0.86138,0.201457,0,-0.203935,0.0430843,0.487293,-81.712
5664,0.861013,0.201527,0,-0.204003,0.0431341,0.486486,-81.6914
5665,0.860646,0.201597,0,-0.204071,0.0431838,0.485681,-81.6708
5666,0.860278,0.201667,0,-0.204138,0.0432336,0.484879,-81.6502
5667,0.85991,0.201737,0,-0.204206,0.0432834,0.484078,-81.6296
5668,0.859541,0.201808,0,-0.204274,0.0433332,0.483279,-81.609
5669,0.859172,0.201878,0,-0.204343,0.043383,0.482482,-81.5885
5670,0.858803,0.201949,0,-0.204411,0.0434328,0.481687,-81.568
5671,0.858433,0.202019,0,-0.20448,0.0434826,0.480893,-81.5474
5672,0.858063,0.20209,0,-0.204548,0.0435325,0.480102,-81.5269
5673,0.857692,0.202161,0,-0.204617,0.0435823,0.479312,-81.5065
5674,0.857321,0.202232,0,-0.204686,0.0436322,0.478525,-81.486
5675,0.856949,0.202304,0,-0.204756,0.043682,0.477739,-81.4656
5676,0.856577,0.202375,0,-0.204825,0.0437319,0.476955,-81.4452
5677,0.856204,0.202447,0,-0.204895,0.0437818,0.476172,-81.4247
5678,0.855831,0.202518,0,-0.204964,0.0438317,0.475392,-81.4044
5679,0.855458,0.20259,0,-0.205034,0.0438816,0.474614,-81.384
5680,0.855084,0.202662,0,-0.205104,0.0439315,0.473837,-81.3636
5681,0.854709,0.202734,0,-0.205175,0.0439815,0.473062,-81.3433
5682,0.854334,0.202806,0,-0.205245,0.0440314,0.472289,-81.3229
5683,0.853959,0.202879,0,-0.205316,0.0440814,0.471518,-81.3026
5684,0.853583,0.202951,0,-0.205387,0.0441314,0.470748,-81.2823
5685,0.853206,0.203024,0,-0.205458,0.0441814,0.469981,-81.262
5686,0.852829,0.203097,0,-0.205529,0.0442314,0.469215,-81.2418
5687,0.852452,0.203169,0,-0.2056,0.0442815,0.468451,-81.2215
5688,0.852074,0.203243,0,-0.205672,0.0443315,0.467689,-81.2012
5689,0.851695,0.203316,0,-0.205744,0.0443816,0.466929,-81.181
5690,0.851316,0.203389,0,-0.205815,0.0444318,0.46617,-81.1608
5691,0.850937,0.203462,0,-0.205888,0.0444819,0.465413,-81.1406
5692,0.850557,0.203536,0,-0.20596,0.0445321,0.464658,-81.1204
5693,0.850176,0.20361,0,-0.206032,0.0445823,0.463905,-81.1002
5694,0.849795,0.203684,0,-0.206105,0.0446325,0.463154,-81.08
5695,0.849413,0.203758,0,-0.206178,0.0446827,0.462404,-81.0598
5696,0.849031,0.203832,0,-0.206251,0.044733,0.461656,-81.0396
5697,0.848648,0.203906,0,-0.206324,0.0447833,0.46091,-81.0195
5698,0.848264,0.203981,0,-0.206398,0.0448336,0.460166,-80.9993
5699,0.84788,0.204055,0,-0.206471,0.044884,0.459423,-80.9792
5700,0.847496,0.20413,0,-0.206545,0.0449344,0.458683,-80.9591
5701,0.84711,0.204205,0,-0.206619,0.0449848,0.457944,-80.939
5702,0.846724,0.20428,0,-0.206693,0.0450353,0.457206,-80.9188
5703,0.846338,0.204355,0,-0.206768,0.0450858,0.456471,-80.8987
5704,0.845951,0.204431,0,-0.206843,0.0451363,0.455737,-80.8786
5705,0.845563,0.204506,0,-0.206917,0.0451869,0.455005,-80.8585
5706,0.845175,0.204582,0,-0.206993,0.0452375,0.454274,-80.8385
5707,0.844786,0.204658,0,-0.207068,0.0452881,0.453546,-80.8184
5708,0.844397,0.204734,0,-0.207143,0.0453388,0.452819,-80.7983
5709,0.844006,0.20481,0,-0.207219,0.0453895,0.452094,-80.7782
5710,0.843615,0.204886,0,-0.207295,0.0454403,0.45137,-80.7581
5711,0.843224,0.204963,0,-0.207371,0.0454911,0.450648,-80.7381
5712,0.842832,0.20504,0,-0.207447,0.045542,0.449928,-80.718
5713,0.842439,0.205116,0,-0.207524,0.0455929,0.44921,-80.6979
5714,0.842045,0.205193,0,-0.207601,0.0456438,0.448493,-80.6779
5715,0.841651,0.205271,0,-0.207678,0.0456948,0.447779,-80.6578
5716,0.841256,0.205348,0,-0.207755,0.0457459,0.447065,-80.6378
5717,0.84086,0.205425,0,-0.207833,0.045797,0.446354,-80.6177
5718,0.840464,0.205503,0,-0.20791,0.0458481,0.445644,-80.5976
5719,0.840067,0.205581,0,-0.207988,0.0458994,0.444936,-80.5776
5720,0.839669,0.205659,0,-0.208066,0.0459506,0.444229,-80.5575
5721,0.83927,0.205737,0,-0.208145,0.0460019,0.443525,-80.5374
5722,0.838871,0.205816,0,-0.208223,0.0460533,0.442821,-80.5174
5723,0.83847,0.205894,0,-0.208302,0.0461048,0.44212,-80.4973
5724,0.83807,0.205973,0,-0.208382,0.0461563,0.44142,-80.4772
5725,0.837668,0.206052,0,-0.208461,0.0462078,0.440722,-80.4572
5726,0.837265,0.206131,0,-0.208541,0.0462594,0.440026,-80.4371
5727,0.836862,0.20621,0,-0.20862,0.0463111,0.439331,-80.417
5728,0.836458,0.20629,0,-0.208701,0.0463629,0.438638,-80.3969
5729,0.836053,0.206369,0,-0.208781,0.0464147,0.437946,-80.3768
5730,0.835647,0.206449,0,-0.208862,0.0464666,0.437257,-80.3567
5731,0.83524,0.206529,0,-0.208943,0.0465186,0.436568,-80.3366
5732,0.834832,0.20661,0,-0.209024,0.0465706,0.435882,-80.3165
5733,0.834424,0.20669,0,-0.209105,0.0466227,0.435197,-80.2964
5734,0.834014,0.206771,0,-0.209187,0.0466749,0.434514,-80.2763
5735,0.833604,0.206852,0,-0.209269,0.0467272,0.433832,-80.2561
5736,0.833193,0.206933,0,-0.209351,0.0467795,0.433152,-80.236
5737,0.832781,0.207014,0,-0.209434,0.0468319,0.432474,-80.2158
5738,0.832368,0.207096,0,-0.209517,0.0468844,0.431797,-80.1956
5739,0.831954,0.207177,0,-0.2096,0.046937,0.431122,-80.1754
5740,0.831539,0.207259,0,-0.209683,0.0469897,0.430448,-80.1552
5741,0.831123,0.207342,0,-0.209767,0.0470425,0.429777,-80.135
5742,0.830706,0.207424,0,-0.209851,0.0470953,0.429106,-80.1148
5743,0.830288,0.207506,0,-0.209936,0.0471483,0.428438,-80.0946
5744,0.829869,0.207589,0,-0.21002,0.0472013,0.427771,-80.0743
5745,0.829449,0.207672,0,-0.210105,0.0472544,0.427105,-80.0541
5746,0.829028,0.207756,0,-0.21019,0.0473077,0.426441,-80.0338
5747,0.828606,0.207839,0,-0.210276,0.047361,0.425779,-80.0135
5748,0.828182,0.207923,0,-0.210362,0.0474144,0.425118,-79.9932
5749,0.827758,0.208007,0,-0.210448,0.047468,0.424459,-79.9728
5750,0.827333,0.208091,0,-0.210535,0.0475216,0.423802,-79.9525
5751,0.826906,0.208176,0,-0.210622,0.0475753,0.423146,-79.9321
5752,0.826479,0.20826,0,-0.210709,0.0476292,0.422492,-79.9117
5753,0.82605,0.208345,0,-0.210796,0.0476832,0.421839,-79.8913
5754,0.82562,0.20843,0,-0.210884,0.0477372,0.421188,-79.8708
5755,0.825189,0.208516,0,-0.210973,0.0477914,0.420538,-79.8504
5756,0.824756,0.208602,0,-0.211061,0.0478458,0.41989,-79.8299
5757,0.824322,0.208688,0,-0.21115,0.0479002,0.419244,-79.8094
5758,0.823888,0.208774,0,-0.211239,0.0479548,0.418599,-79.7889
5759,0.823451,0.20886,0,-0.211329,0.0480094,0.417956,-79.7683
5760,0.823014,0.208947,0,-0.211419,0.0480643,0.417314,-79.7477
5761,0.822575,0.209034,0,-0.21151,0.0481192,0.416674,-79.7271
5762,0.822135,0.209122,0,-0.211601,0.0481743,0.416035,-79.7065
5763,0.821694,0.209209,0,-0.211692,0.0482295,0.415398,-79.6858
5764,0.821251,0.209297,0,-0.211783,0.0482849,0.414762,-79.6651
5765,0.820807,0.209385,0,-0.211876,0.0483404,0.414128,-79.6443
5766,0.820361,0.209474,0,-0.211968,0.048396,0.413496,-79.6236
5767,0.819914,0.209563,0,-0.212061,0.0484518,0.412865,-79.6028
5768,0.819466,0.209652,0,-0.212154,0.0485078,0.412236,-79.5819
5769,0.819016,0.209741,0,-0.212248,0.0485639,0.411608,-79.5611
5770,0.818564,0.209831,0,-0.212342,0.0486201,0.410982,-79.5402
5771,0.818112,0.209921,0,-0.212437,0.0486765,0.410357,-79.5192
5772,0.817657,0.210011,0,-0.212532,0.0487331,0.409734,-79.4982
5773,0.817201,0.210102,0,-0.212627,0.0487899,0.409112,-79.4772
5774,0.816743,0.210193,0,-0.212723,0.0488468,0.408492,-79.4561
5775,0.816284,0.210284,0,-0.212819,0.0489038,0.407873,-79.435
5776,0.815823,0.210376,0,-0.212916,0.0489611,0.407256,-79.4139
5777,0.815361,0.210468,0,-0.213013,0.0490186,0.40664,-79.3927
5778,0.814896,0.21056,0,-0.213111,0.0490762,0.406026,-79.3715
5779,0.81443,0.210653,0,-0.21321,0.049134,0.405414,-79.3502
5780,0.813963,0.210746,0,-0.213308,0.049192,0.404802,-79.3289
5781,0.813493,0.21084,0,-0.213408,0.0492502,0.404193,-79.3075
5782,0.813022,0.210933,0,-0.213508,0.0493086,0.403585,-79.2861
5783,0.812548,0.211028,0,-0.213608,0.0493672,0.402978,-79.2646
5784,0.812073,0.211122,0,-0.213709,0.049426,0.402373,-79.2431
5785,0.811596,0.211217,0,-0.21381,0.049485,0.40177,-79.2215
5786,0.811117,0.211313,0,-0.213912,0.0495442,0.401168,-79.1998
5787,0.810637,0.211408,0,-0.214015,0.0496037,0.400567,-79.1781
5788,0.810154,0.211504,0,-0.214118,0.0496633,0.399968,-79.1564
5789,0.809669,0.211601,0,-0.214222,0.0497232,0.39937,-79.1346
5790,0.809182,0.211698,0,-0.214326,0.0497833,0.398774,-79.1127
5791,0.808693,0.211795,0,-0.214431,0.0498437,0.39818,-79.0908
5792,0.808201,0.211893,0,-0.214536,0.0499043,0.397586,-79.0688
5793,0.807708,0.211991,0,-0.214642,0.0499652,0.396995,-79.0467
5794,0.807212,0.21209,0,-0.214749,0.0500263,0.396405,-79.0246
5795,0.806714,0.212189,0,-0.214857,0.0500876,0.395816,-79.0024
5796,0.806214,0.212289,0,-0.214965,0.0501492,0.395229,-78.9801
5797,0.805712,0.212389,0,-0.215073,0.0502111,0.394643,-78.9578
5798,0.805207,0.21249,0,-0.215183,0.0502733,0.394059,-78.9354
5799,0.804699,0.212591,0,-0.215293,0.0503357,0.393476,-78.9129
5800,0.80419,0.212692,0,-0.215404,0.0503984,0.392895,-78.8904
5801,0.803677,0.212794,0,-0.215515,0.0504614,0.392315,-78.8677
5802,0.803163,0.212897,0,-0.215627,0.0505247,0.391736,-78.845
5803,0.802645,0.213,0,-0.21574,0.0505883,0.391159,-78.8222
5804,0.802125,0.213103,0,-0.215854,0.0506522,0.390584,-78.7993
5805,0.801602,0.213207,0,-0.215968,0.0507164,0.39001,-78.7764
5806,0.801077,0.213312,0,-0.216084,0.0507809,0.389437,-78.7533
5807,0.800549,0.213417,0,-0.2162,0.0508458,0.388866,-78.7302
5808,0.800018,0.213523,0,-0.216316,0.0509109,0.388297,-78.7069
5809,0.799484,0.213629,0,-0.216434,0.0509765,0.387729,-78.6836
5810,0.798947,0.213736,0,-0.216553,0.0510424,0.387162,-78.6602
5811,0.798407,0.213843,0,-0.216672,0.0511086,0.386597,-78.6367
5812,0.797864,0.213951,0,-0.216792,0.0511752,0.386033,-78.613
5813,0.797317,0.21406,0,-0.216913,0.0512422,0.385471,-78.5893
5814,0.796768,0.214169,0,-0.217036,0.0513095,0.38491,-78.5655
5815,0.796215,0.214279,0,-0.217159,0.0513772,0.38435,-78.5415
5816,0.795659,0.21439,0,-0.217283,0.0514454,0.383792,-78.5175
5817,0.7951,0.214501,0,-0.217407,0.0515139,0.383236,-78.4933
5818,0.794537,0.214613,0,-0.217533,0.0515828,0.382681,-78.469
5819,0.793971,0.214725,0,-0.21766,0.0516522,0.382127,-78.4446
5820,0.793401,0.214839,0,-0.217788,0.0517219,0.381575,-78.4201
5821,0.792828,0.214953,0,-0.217917,0.0517922,0.381024,-78.3955
5822,0.792251,0.215067,0,-0.218047,0.0518628,0.380475,-78.3707
5823,0.79167,0.215183,0,-0.218178,0.051934,0.379927,-78.3458
5824,0.791085,0.215299,0,-0.218311,0.0520055,0.37938,-78.3208
5825,0.790496,0.215416,0,-0.218444,0.0520776,0.378835,-78.2956
5826,0.789903,0.215533,0,-0.218579,0.0521502,0.378292,-78.2703
5827,0.789306,0.215652,0,-0.218714,0.0522232,0.37775,-78.2449
5828,0.788705,0.215771,0,-0.218851,0.0522968,0.377209,-78.2193
5829,0.788099,0.215891,0,-0.21899,0.0523709,0.37667,-78.1935
5830,0.787489,0.216012,0,-0.219129,0.0524455,0.376132,-78.1676
5831,0.786875,0.216134,0,-0.21927,0.0525207,0.375596,-78.1416
5832,0.786256,0.216257,0,-0.219412,0.0525965,0.375061,-78.1154
5833,0.785632,0.21638,0,-0.219556,0.0526728,0.374527,-78.089
5834,0.785004,0.216505,0,-0.219701,0.0527497,0.373995,-78.0624
5835,0.78437,0.21663,0,-0.219847,0.0528272,0.373465,-78.0357
5836,0.783732,0.216756,0,-0.219995,0.0529054,0.372936,-78.0088
5837,0.783089,0.216884,0,-0.220144,0.0529841,0.372408,-77.9817
5838,0.78244,0.217012,0,-0.220295,0.0530635,0.371882,-77.9545
5839,0.781786,0.217141,0,-0.220447,0.0531436,0.371357,-77.927
5840,0.781127,0.217272,0,-0.220601,0.0532243,0.370833,-77.8994
5841,0.780462,0.217403,0,-0.220757,0.0533058,0.370311,-77.8715
5842,0.779791,0.217535,0,-0.220914,0.0533879,0.369791,-77.8434
5843,0.779114,0.217669,0,-0.221074,0.0534708,0.369272,-77.8152
5844,0.778432,0.217804,0,-0.221235,0.0535545,0.368754,-77.7867
5845,0.777743,0.217939,0,-0.221397,0.0536389,0.368238,-77.758
5846,0.777048,0.218076,0,-0.221562,0.0537241,0.367723,-77.7291
5847,0.776347,0.218215,0,-0.221729,0.0538101,0.36721,-77.6999
5848,0.775639,0.218354,0,-0.221897,0.053897,0.366698,-77.6705
5849,0.774924,0.218495,0,-0.222068,0.0539847,0.366188,-77.6408
5850,0.774202,0.218637,0,-0.22224,0.0540733,0.365679,-77.6109
5851,0.773473,0.21878,0,-0.222415,0.0541627,0.365171,-77.5808
5852,0.772737,0.218925,0,-0.222592,0.0542531,0.364665,-77.5504
5853,0.771994,0.219071,0,-0.222771,0.0543445,0.364161,-77.5197
5854,0.771243,0.219218,0,-0.222953,0.0544368,0.363657,-77.4887
5855,0.770484,0.219367,0,-0.223137,0.0545301,0.363156,-77.4574
5856,0.769717,0.219518,0,-0.223323,0.0546245,0.362655,-77.4258
5857,0.768942,0.21967,0,-0.223512,0.0547199,0.362157,-77.394
5858,0.768158,0.219823,0,-0.223704,0.0548164,0.361659,-77.3618
5859,0.767366,0.219978,0,-0.223898,0.054914,0.361164,-77.3293
5860,0.766564,0.220135,0,-0.224095,0.0550128,0.360669,-77.2965
5861,0.765754,0.220294,0,-0.224295,0.0551127,0.360176,-77.2633
5862,0.764934,0.220454,0,-0.224498,0.0552139,0.359685,-77.2298
5863,0.764105,0.220616,0,-0.224704,0.0553163,0.359195,-77.1959
5864,0.763265,0.220779,0,-0.224913,0.05542,0.358707,-77.1616
5865,0.762416,0.220945,0,-0.225125,0.0555251,0.35822,-77.127
5866,0.761555,0.221113,0,-0.225341,0.0556315,0.357734,-77.0919
5867,0.760684,0.221282,0,-0.225559,0.0557394,0.35725,-77.0565
5868,0.759802,0.221454,0,-0.225782,0.0558487,0.356768,-77.0207
5869,0.758909,0.221627,0,-0.226008,0.0559595,0.356287,-76.9844
5870,0.758003,0.221803,0,-0.226238,0.0560719,0.355807,-76.9476
5871,0.757086,0.221981,0,-0.226472,0.0561859,0.355329,-76.9104
5872,0.756155,0.222162,0,-0.22671,0.0563016,0.354853,-76.8728
5873,0.755212,0.222344,0,-0.226952,0.056419,0.354378,-76.8346
5874,0.754256,0.222529,0,-0.227199,0.0565382,0.353905,-76.796
5875,0.753286,0.222717,0,-0.22745,0.0566591,0.353433,-76.7568
5876,0.752302,0.222907,0,-0.227705,0.056782,0.352962,-76.7171
5877,0.751303,0.223099,0,-0.227965,0.0569068,0.352494,-76.6768
5878,0.750289,0.223295,0,-0.228231,0.0570337,0.352026,-76.636
5879,0.749259,0.223493,0,-0.228502,0.0571627,0.351561,-76.5945
5880,0.748214,0.223694,0,-0.228778,0.0572938,0.351097,-76.5525
5881,0.747151,0.223898,0,-0.229059,0.0574273,0.350634,-76.5098
5882,0.746072,0.224105,0,-0.229347,0.057563,0.350173,-76.4665
5883,0.744975,0.224315,0,-0.22964,0.0577012,0.349714,-76.4224
5884,0.743859,0.224529,0,-0.22994,0.0578419,0.349256,-76.3777
5885,0.742724,0.224746,0,-0.230247,0.0579853,0.3488,-76.3322
5886,0.74157,0.224966,0,-0.23056,0.0581313,0.348346,-76.286
5887,0.740395,0.22519,0,-0.23088,0.0582802,0.347893,-76.239
5888,0.739199,0.225418,0,-0.231208,0.0584319,0.347442,-76.1912
5889,0.737981,0.22565,0,-0.231543,0.0585868,0.346992,-76.1425
5890,0.73674,0.225885,0,-0.231887,0.0587448,0.346544,-76.0929
5891,0.735475,0.226125,0,-0.232239,0.0589061,0.346098,-76.0425
5892,0.734186,0.226369,0,-0.2326,0.0590709,0.345653,-75.991
5893,0.732872,0.226618,0,-0.23297,0.0592393,0.345211,-75.9386
5894,0.73153,0.226871,0,-0.233349,0.0594115,0.344769,-75.8851
5895,0.730162,0.227129,0,-0.233739,0.0595876,0.34433,-75.8306
5896,0.728764,0.227392,0,-0.23414,0.0597678,0.343892,-75.7749
5897,0.727336,0.22766,0,-0.234552,0.0599523,0.343457,-75.7181
5898,0.725877,0.227934,0,-0.234975,0.0601413,0.343023,-75.6601
5899,0.724386,0.228213,0,-0.23541,0.0603349,0.34259,-75.6007
5900,0.722861,0.228498,0,-0.235859,0.0605335,0.34216,-75.5401
5901,0.7213,0.228789,0,-0.236321,0.0607373,0.341731,-75.478
5902,0.719702,0.229086,0,-0.236798,0.0609464,0.341305,-75.4145
5903,0.718066,0.22939,0,-0.237289,0.0611612,0.34088,-75.3495
5904,0.716389,0.229701,0,-0.237797,0.0613821,0.340457,-75.2828
5905,0.71467,0.230019,0,-0.238322,0.0616093,0.340036,-75.2145
5906,0.712906,0.230344,0,-0.238865,0.0618432,0.339617,-75.1444
5907,0.711096,0.230678,0,-0.239426,0.062084,0.3392,-75.0725
5908,0.709236,0.23102,0,-0.240008,0.0623322,0.338785,-74.9986
5909,0.707326,0.23137,0,-0.240611,0.0625882,0.338373,-74.9226
5910,0.705361,0.231729,0,-0.241236,0.0628524,0.337962,-74.8445
5911,0.70334,0.232098,0,-0.241886,0.0631254,0.337553,-74.7641
5912,0.701258,0.232476,0,-0.242562,0.0634077,0.337147,-74.6813
5913,0.699114,0.232865,0,-0.243265,0.0636998,0.336743,-74.596
5914,0.696903,0.233266,0,-0.243998,0.0640024,0.336341,-74.5079
5915,0.694622,0.233677,0,-0.244762,0.0643161,0.335941,-74.417
5916,0.692266,0.234101,0,-0.24556,0.0646417,0.335544,-74.3231
5917,0.689831,0.234538,0,-0.246394,0.0649799,0.335149,-74.226
5918,0.687313,0.234988,0,-0.247268,0.0653318,0.334757,-74.1254
5919,0.684707,0.235452,0,-0.248184,0.0656981,0.334367,-74.0212
5920,0.682005,0.235932,0,-0.249145,0.06608,0.33398,-73.9131
5921,0.679204,0.236428,0,-0.250156,0.0664786,0.333595,-73.8009
5922,0.676296,0.23694,0,-0.25122,0.0668951,0.333213,-73.6842
5923,0.673274,0.237471,0,-0.252342,0.067331,0.332835,-73.5628
5924,0.670129,0.238021,0,-0.253528,0.0677881,0.332459,-73.4363
5925,0.666854,0.238592,0,-0.254784,0.0682679,0.332086,-73.3042
5926,0.663439,0.239184,0,-0.256116,0.0687724,0.331716,-73.1662
5927,0.659873,0.2398,0,-0.257531,0.0693036,0.331349,-73.0219
5928,0.656145,0.240441,0,-0.259038,0.0698643,0.330986,-72.8705
5929,0.652241,0.241109,0,-0.260648,0.0704571,0.330627,-72.7117
5930,0.648148,0.241806,0,-0.262372,0.0710853,0.330271,-72.5447
5931,0.64385,0.242534,0,-0.264222,0.0717524,0.329918,-72.3687
5932,0.639329,0.243295,0,-0.266213,0.0724625,0.32957,-72.1829
5933,0.634564,0.244092,0,-0.268363,0.0732203,0.329227,-71.9863
5934,0.629534,0.244929,0,-0.270693,0.0740312,0.328887,-71.778
5935,0.624212,0.245809,0,-0.273226,0.0749015,0.328553,-71.5565
5936,0.618571,0.246735,0,-0.275991,0.0758387,0.328223,-71.3205
5937,0.612576,0.247711,0,-0.279023,0.0768513,0.327899,-71.0683
5938,0.60619,0.248743,0,-0.282363,0.0779498,0.32758,-70.7979
5939,0.59937,0.249837,0,-0.286062,0.0791462,0.327267,-70.5071
5940,0.592064,0.250997,0,-0.29018,0.0804555,0.326962,-70.1931
5941,0.584213,0.252232,0,-0.294795,0.0818955,0.326663,-69.8528
5942,0.575749,0.25355,0,-0.300003,0.0834883,0.326372,-69.4823
5943,0.566587,0.25496,0,-0.305927,0.0852613,0.326089,-69.0769
5944,0.55663,0.256474,0,-0.312725,0.087249,0.325816,-68.6307
5945,0.545758,0.258104,0,-0.320606,0.0894956,0.325553,-68.1366
5946,0.533826,0.259865,0,-0.329847,0.0920584,0.325302,-67.5855
5947,0.520654,0.261777,0,-0.340831,0.0950136,0.325065,-66.9658
5948,0.506017,0.263859,0,-0.354091,0.0984644,0.324842,-66.2621
5949,0.489627,0.266137,0,-0.370401,0.102554,0.324637,-65.454
5950,0.471115,0.268642,0,-0.390915,0.107489,0.324454,-64.5134
5951,0.449987,0.271409,0,-0.417434,0.113576,0.324295,-63.4002
5952,0.425577,0.274475,0,-0.452906,0.121295,0.324168,-62.0557
5953,0.396953,0.277882,0,-0.502481,0.131437,0.324081,-60.3885
5954,0.362775,0.281656,0,-0.57589,0.145411,0.324047,-58.2481
5955,0.321055,0.285764,0,-0.693549,0.165983,0.324089,-55.3649
5956,0.268831,0.289967,0,-0.904777,0.199365,0.324246,-51.1991
5957,0.202263,0.293251,0,-1.35544,0.262564,0.324604,-44.4793
5958,0.121605,0.291512,0,-2.64395,0.418542,0.325391,-31.3349
5959,0.05219,0.279365,0,-5.46157,0.881297,0.327453,2.14974
5960,0.0197525,0.295666,0,-1.22116,0.998733,0.331751,24.7565
5961,0.00757722,0.302029,0,-0.379396,0.999567,0.336721,28.0202
5962,0.00308429,0.302537,0,-0.169826,0.999558,0.34172,27.6228
5963,0.00144755,0.301342,0,-0.0992554,0.999432,0.346609,26.1768
5964,0.000872606,0.29979,0,-0.0762441,0.999216,0.351348,24.3833
5965,0.000694104,0.298354,0,-0.0729104,0.998898,0.355927,22.504
5966,0.000665031,0.297186,0,-0.0783303,0.99846,0.360347,20.6489
5967,0.000693334,0.296318,0,-0.0878249,0.997881,0.364614,18.8666
5968,0.000744368,0.295733,0,-0.0993181,0.99714,0.368736,17.1787
5969,0.00080479,0.295401,0,-0.111842,0.996221,0.372723,15.5952
5970,0.000869163,0.295289,0,-0.124894,0.995114,0.376582,14.1203
5971,0.000934989,0.295364,0,-0.138159,0.993819,0.380324,12.7553
5972,0.00100085,0.295598,0,-0.151398,0.992346,0.383956,11.4996
5973,0.00106577,0.295964,0,-0.164416,0.990713,0.387488,10.351
5974,0.00112902,0.296441,0,-0.177045,0.988949,0.390927,9.30577
5975,0.00118996,0.297008,0,-0.189143,0.987088,0.394282,8.35931
5976,0.00124811,0.297651,0,-0.200603,0.985166,0.397559,7.50603
5977,0.00130309,0.298356,0,-0.211347,0.983219,0.400765,6.73968
5978,0.00135464,0.299113,0,-0.221329,0.981282,0.403906,6.05362
5979,0.00140262,0.299913,0,-0.230529,0.979383,0.406988,5.44099
5980,0.00144699,0.300748,0,-0.238954,0.97755,0.410015,4.89497
5981,0.00148781,0.301614,0,-0.246626,0.975794,0.412993,4.4089
5982,0.00152517,0.302507,0,-0.253584,0.974133,0.415924,3.97644
5983,0.00155927,0.303422,0,-0.259875,0.972571,0.418814,3.59161
5984,0.00159029,0.304358,0,-0.265551,0.971112,0.421664,3.24889
5985,0.00161849,0.305312,0,-0.270667,0.969754,0.424478,2.94322
5986,0.00164408,0.306283,0,-0.275277,0.968496,0.427258,2.67001
5987,0.00166732,0.307269,0,-0.279435,0.96733,0.430007,2.42515
5988,0.00168845,0.308269,0,-0.283192,0.966251,0.432725,2.20496
5989,0.0017077,0.309283,0,-0.286594,0.965252,0.435416,2.00617
5990,0.00172526,0.31031,0,-0.289685,0.964325,0.438079,1.82591
5991,0.00174136,0.311348,0,-0.292503,0.963463,0.440717,1.66164
5992,0.00175616,0.312399,0,-0.295084,0.962659,0.443331,1.51113
5993,0.00176984,0.31346,0,-0.29746,0.961906,0.445921,1.37247
